what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1430113019532
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1430113024673
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1430113203830
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1430113204596
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1430113206393
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1430113206502
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1430114245870
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1430114251620
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1430114251620
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1430114251714
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1430114362512
activated,editor,org.python.pydev,2.8.1.2013072611,"org.python.pydev.editor.PythonEditor",1430114374075
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1430114382529
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1430114394186
activated,view,org.python.pydev,2.8.1.2013072611,"org.python.pydev.navigator.view",1430114420016
opened,editor,org.python.pydev,2.8.1.2013072611,"org.python.pydev.editor.PythonEditor",1430114427219
activated,editor,org.python.pydev,2.8.1.2013072611,"org.python.pydev.editor.PythonEditor",1430114427313
activated,view,org.python.pydev,2.8.1.2013072611,"org.python.pydev.navigator.view",1430114442751
opened,editor,org.python.pydev,2.8.1.2013072611,"org.python.pydev.editor.PythonEditor",1430114444392
activated,editor,org.python.pydev,2.8.1.2013072611,"org.python.pydev.editor.PythonEditor",1430114444470
activated,editor,org.python.pydev,2.8.1.2013072611,"org.python.pydev.editor.PythonEditor",1430114449486
activated,editor,org.python.pydev,2.8.1.2013072611,"org.python.pydev.editor.PythonEditor",1430114460846
activated,editor,org.python.pydev,2.8.1.2013072611,"org.python.pydev.editor.PythonEditor",1430114471363
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1430114565494
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1430114634951
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1430114767110
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1430114767204
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1430114818767
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1430114891019
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1430114893847
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1430114918363
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1430114936426
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1430114967098
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1430114967192
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.moveLineDown",1430114981270
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.moveLineDown",1430114981629
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.moveLineDown",1430114981848
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.moveLineDown",1430114982207
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1430114987910
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1430114990520
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1430114998254
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1430115001473
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1430115002285
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1430115049488
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1430115049707
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1430115218942
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1430115225145
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1430115256082
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1430115263035
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1430115267691
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1430115276535
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1430115278332
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1430115296816
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1430115318207
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1430115337910
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.copyLineDown",1430115399956
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.copyLineDown",1430115400300
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.copyLineDown",1430115400659
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.moveLineDown",1430115424206
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.moveLineDown",1430115424534
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.moveLineDown",1430115424784
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1430115427112
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1430115450831
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1430115460675
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1430115466971
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1430115479674
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1430115482096
