what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.ui",1424912896619
started,bundle,org.eclipse.wst.jsdt.core,1.1.4.v201102102045,"org.eclipse.wst.jsdt.core",1424912896650
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1424912896665
started,bundle,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui",1424912896681
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.304.v201102160550,"org.eclipse.wst.jsdt.web.core",1424912896697
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.304.v201012160349,"org.eclipse.wst.jsdt.web.ui",1424912896712
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1424912896728
started,bundle,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui",1424912896759
started,bundle,org.eclipse.wst.validation,1.2.201.v201101270100,"org.eclipse.wst.validation",1424912896759
started,bundle,org.eclipse.wst.web,1.1.402.v201012160000,"org.eclipse.wst.web",1424912896775
started,bundle,org.eclipse.wst.xml.core,1.1.503.v201102102045,"org.eclipse.wst.xml.core",1424912896806
started,bundle,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui",1424912896837
started,bundle,org.python.pydev.red_core,2.2.0.2011062419,"org.python.pydev.red_core",1424912896869
started,bundle,com.python.pydev.analysis,2.8.1.2013072611,"com.python.pydev.analysis",1424912896900
started,bundle,org.python.pydev,2.8.1.2013072611,"org.python.pydev",1424912896947
started,bundle,org.python.pydev.core,2.8.1.2013072611,"org.python.pydev.core",1424912896962
started,bundle,org.python.pydev.parser,2.8.1.2013072611,"org.python.pydev.parser",1424912897009
started,bundle,org.python.pydev.shared_core,2.8.1.2013072611,"org.python.pydev.shared_core",1424912897025
started,bundle,org.python.pydev.shared_ui,2.8.1.2013072611,"org.python.pydev.shared_ui",1424912897056
os,sysinfo,,,"win32",1424912897072
arch,sysinfo,,,"x86",1424912897072
ws,sysinfo,,,"win32",1424912897072
locale,sysinfo,,,"zh_CN",1424912897072
processors,sysinfo,,,"2",1424912897072
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1424912897072
java.runtime.version,sysinfo,,,"1.6.0_13-b03",1424912897072
java.specification.name,sysinfo,,,"Java Platform API Specification",1424912897072
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1424912897072
java.specification.version,sysinfo,,,"1.6",1424912897072
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1424912897072
java.version,sysinfo,,,"1.6.0_13",1424912897072
java.vm.info,sysinfo,,,"mixed mode",1424912897072
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1424912897072
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1424912897072
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1424912897072
java.vm.specification.version,sysinfo,,,"1.0",1424912897072
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1424912897072
java.vm.version,sysinfo,,,"11.3-b02",1424912897072
started,bundle,org.eclipse.wst.common.modulecore,1.2.5.v201101270100,"org.eclipse.wst.common.modulecore",1424912897103
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1424912897150
started,bundle,org.eclipse.jst.j2ee.core,1.2.4.v201102101900,"org.eclipse.jst.j2ee.core",1424912897212
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1424912897290
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1424912897431
started,bundle,org.eclipse.jem,2.0.400.v201005110200,"org.eclipse.jem",1424912897447
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1424912897634
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,"org.eclipse.wst.common.frameworks.ui",1424912898259
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1424912898431
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1424912898540
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1424912898790
started,bundle,org.eclipse.jst.j2ee,1.1.404.v201102081800,"org.eclipse.jst.j2ee",1424912899212
started,bundle,org.eclipse.jem.workbench,2.0.300.v200910290230,"org.eclipse.jem.workbench",1424912899994
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1424912901197
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1424912901244
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1424912901369
started,bundle,org.eclipse.wst.server.core,1.1.206.v20110110,"org.eclipse.wst.server.core",1424912907134
started,bundle,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui",1424912907212
started,bundle,org.python.pydev.debug,2.8.1.2013072611,"org.python.pydev.debug",1424912907337
started,bundle,org.eclipse.jst.server.core,1.2.101.v20100421,"org.eclipse.jst.server.core",1424912907712
started,bundle,org.eclipse.jst.jee,1.0.302.v201101122300,"org.eclipse.jst.jee",1424912907744
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.3.v201011040143,"org.eclipse.wst.jsdt.debug.ui",1424912907822
started,bundle,org.python.pydev.django,2.8.1.2013072611,"org.python.pydev.django",1424912907869
started,bundle,org.python.pydev.customizations,2.8.1.2013072611,"org.python.pydev.customizations",1424912907915
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424912932728
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424912933087
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424912952946
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424912959649
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424912982696
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424912983274
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424912998462
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424913004321
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424913025821
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424913026321
activated,view,org.python.pydev,2.8.1.2013072611,"org.python.pydev.navigator.view",1424913063149
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1424913064258
activated,view,org.python.pydev,2.8.1.2013072611,"org.python.pydev.navigator.view",1424913065977
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1424913068571
activated,view,org.python.pydev,2.8.1.2013072611,"org.python.pydev.navigator.view",1424913076289
opened,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1424913092149
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1424913092289
activated,view,org.python.pydev,2.8.1.2013072611,"org.python.pydev.navigator.view",1424913313617
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1424913314148
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424913323898
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424913346226
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424913346320
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424913346867
opened,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1424913360054
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1424913360117
activated,view,org.python.pydev,2.8.1.2013072611,"org.python.pydev.navigator.view",1424913360164
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1424913360820
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1424913361945
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1424913364211
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1424913421914
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1424913422226
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1424913422898
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424913446445
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424913485539
started,bundle,org.eclipse.wst.xsl.core,1.1.0.v201004290328,"org.eclipse.wst.xsl.core",1424913581367
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1424913581367
started,bundle,org.eclipse.wst.dtd.core,1.1.401.v201101122255,"org.eclipse.wst.dtd.core",1424913581711
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1424913581804
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424913619767
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424913632334
started,bundle,org.eclipse.jst.jsf.facelet.core,1.0.2.v201101042130,"org.eclipse.jst.jsf.facelet.core",1424913664117
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424913729135
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1424913732273
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1424913739610
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1424913739766
