what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1438328667723
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1438328668473
activated,editor,org.python.pydev,2.8.1.2013072611,"org.python.pydev.editor.PythonEditor",1438328679957
activated,editor,org.python.pydev,2.8.1.2013072611,"org.python.pydev.editor.PythonEditor",1438328689817
closed,editor,org.python.pydev,2.8.1.2013072611,"org.python.pydev.editor.PythonEditor",1438328689817
activated,view,org.python.pydev,2.8.1.2013072611,"org.python.pydev.navigator.view",1438328692035
opened,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1438328694629
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1438328694785
activated,editor,org.python.pydev,2.8.1.2013072611,"org.python.pydev.editor.PythonEditor",1438328697114
closed,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1438328697114
activated,view,org.python.pydev,2.8.1.2013072611,"org.python.pydev.navigator.view",1438328698051
opened,editor,org.python.pydev,2.8.1.2013072611,"org.python.pydev.editor.PythonEditor",1438328698364
activated,editor,org.python.pydev,2.8.1.2013072611,"org.python.pydev.editor.PythonEditor",1438328698457
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1438328701754
activated,editor,org.python.pydev,2.8.1.2013072611,"org.python.pydev.editor.PythonEditor",1438328702379
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1438328705129
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438328888675
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438328888815
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438328889753
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438329304235
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.moveLineDown",1438329357047
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.moveLineDown",1438329357641
activated,editor,org.python.pydev,2.8.1.2013072611,"org.python.pydev.editor.PythonEditor",1438329361297
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.navigate.backwardHistory",1438329361328
activated,editor,org.python.pydev,2.8.1.2013072611,"org.python.pydev.editor.PythonEditor",1438329370844
closed,editor,org.python.pydev,2.8.1.2013072611,"org.python.pydev.editor.PythonEditor",1438329370844
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.moveLineDown",1438329373062
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.moveLineDown",1438329374047
activated,view,org.python.pydev,2.8.1.2013072611,"org.python.pydev.navigator.view",1438329380890
opened,editor,org.python.pydev,2.8.1.2013072611,"org.python.pydev.editor.PythonEditor",1438329382062
activated,editor,org.python.pydev,2.8.1.2013072611,"org.python.pydev.editor.PythonEditor",1438329382156
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1438329398109
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438329401078
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438329436953
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438329763388
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438329763513
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1438329763779
