what,kind,bundleId,bundleVersion,description,time
error,log,,,"Core exception while retrieving the content description",1423565609080
error,log,,,"Core exception while retrieving the content description",1423565609080
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1423565609158
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1423565610986
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1423565611033
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1423565612392
activated,view,org.python.pydev,2.8.1.2013072611,"org.python.pydev.navigator.view",1423565612877
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1423565614517
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1423565616189
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1423565616236
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1423565616564
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1423565618564
activated,view,org.python.pydev,2.8.1.2013072611,"org.python.pydev.navigator.view",1423565622064
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1423565623017
activated,view,org.python.pydev,2.8.1.2013072611,"org.python.pydev.navigator.view",1423565623720
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1423565625095
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1423565633532
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1423565633595
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1423565634251
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1423565637079
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1423565637563
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1423565639516
activated,view,org.python.pydev,2.8.1.2013072611,"org.python.pydev.navigator.view",1423565641813
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1423565643141
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1423565649063
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1423565649126
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1423565652610
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1423565653422
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1423565654625
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1423565655875
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1423565661750
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1423565678984
activated,view,org.python.pydev,2.8.1.2013072611,"org.python.pydev.navigator.view",1423565681344
